OrderID,CustomerID,ProductID,OrderDate,Sales,Profit
O032123,C04347,P00056,2022-06-18,4088,305
O032124,C02214,P00335,2024-02-23,2134,138
O032125,C09968,P00841,2024-02-13,4439,353
O032126,C05293,P00554,2023-11-09,65,635
O032127,C09411,P01628,2023-04-06,3479,133
O032128,C02236,P01830,2022-01-05,1464,-67
O032129,C05511,P01655,2022-07-14,2567,963
O032130,C02344,P01208,2023-10-06,2312,98
O032131,C06776,P01265,2022-03-12,4619,1289
O032132,C06232,P00640,2024-08-01,3029,1272
O032133,C09039,P01380,2023-10-09,408,461
O032134,C02338,P00962,2023-07-25,2849,-142
O032135,C02079,P01463,2023-06-08,486,180
O032136,C00075,P01934,2024-06-08,1485,15
O032137,C07977,P00898,2023-12-06,2244,832
O032138,C02626,P01908,2023-11-23,2055,13
O032139,C04944,P00613,2024-02-18,764,93
O032140,C01267,P01273,2022-08-04,3950,450
O032141,C04872,P01607,2024-01-10,3190,1003
O032142,C01372,P00157,2022-07-14,4862,1045
O032143,C08201,P01360,2024-04-19,1135,-116
O032144,C08434,P01683,2024-09-16,4511,1225
O032145,C06183,P00143,2022-12-21,1423,-71
O032146,C08752,P01425,2022-01-13,562,414
O032147,C04759,P01563,2024-01-25,764,1024
O032148,C09479,P01354,2022-08-11,911,-48
O032149,C06468,P00501,2023-02-15,2067,1237
O032150,C05935,P00198,2023-07-24,1186,-287
O032151,C08953,P00328,2022-09-12,1897,1021
O032152,C07298,P00360,2022-12-03,1345,414
O032153,C09835,P00362,2022-02-11,3293,-417
O032154,C08952,P01620,2023-01-26,1428,1217
O032155,C06900,P01892,2024-06-23,387,-132
O032156,C09746,P01749,2023-01-20,2817,32
O032157,C04246,P00598,2024-09-19,3498,34
O032158,C08298,P00653,2024-06-18,3435,-67
O032159,C09835,P00808,2023-12-31,2449,977
O032160,C09674,P01502,2023-09-23,3414,1093
O032161,C08349,P00057,2023-12-07,1345,618
O032162,C05468,P01878,2022-02-10,2299,943
O032163,C09852,P01300,2024-09-14,3632,919
O032164,C07197,P00936,2024-05-04,3226,-228
O032165,C00609,P00832,2023-10-23,704,1059
O032166,C03094,P00314,2024-02-03,1375,-243
O032167,C05181,P01080,2023-09-04,1492,1028
O032168,C02905,P01129,2024-07-16,3960,724
O032169,C01559,P00562,2022-07-28,588,-226
O032170,C07699,P01918,2024-03-03,1159,483
O032171,C05105,P00042,2023-12-21,4496,-458
O032172,C05235,P00873,2024-07-20,3798,1255
O032173,C05709,P00811,2023-09-02,2648,1389
O032174,C01856,P00785,2022-11-12,4888,581
O032175,C06724,P01730,2023-04-18,1564,856
O032176,C02404,P00878,2022-03-09,2759,349
O032177,C00985,P00378,2023-02-26,1581,1238
O032178,C02147,P01911,2023-11-12,1008,588
O032179,C09500,P01798,2022-05-22,4005,1367
O032180,C05548,P00367,2023-09-22,4661,1403
O032181,C08350,P00839,2024-01-28,1116,459
O032182,C00044,P00902,2023-05-28,1787,1315
O032183,C04965,P01632,2023-02-09,543,7
O032184,C05220,P00816,2023-08-09,2053,240
O032185,C02300,P00616,2024-04-04,2838,105
O032186,C03699,P01924,2023-12-07,1203,833
O032187,C09789,P01140,2024-01-10,294,101
O032188,C08204,P00253,2022-10-16,3071,-284
O032189,C00556,P01008,2024-09-18,2499,424
O032190,C03247,P00237,2022-04-25,2379,-198
O032191,C01211,P01185,2022-02-03,4527,229
O032192,C09280,P00123,2024-06-06,1779,1095
O032193,C00873,P01027,2022-05-28,274,310
O032194,C00382,P00749,2023-11-16,2926,361
O032195,C02301,P00179,2023-10-25,750,1281
O032196,C08692,P00511,2022-04-25,1411,544
O032197,C07687,P01745,2023-06-16,4933,155
O032198,C01527,P00766,2023-01-12,497,99
O032199,C09390,P01947,2022-06-07,4566,1039
O032200,C00828,P01078,2023-08-08,4032,1445
O032201,C08478,P00604,2023-01-08,2604,936
O032202,C00520,P01840,2022-02-25,3109,750
O032203,C01809,P00191,2022-02-06,3841,-416
O032204,C05758,P01856,2022-06-07,947,-177
O032205,C07379,P00785,2022-01-27,1442,642
O032206,C05658,P01995,2022-10-28,2828,122
O032207,C04574,P00086,2024-02-08,4390,1489
O032208,C04806,P01925,2022-02-05,2565,-497
O032209,C02380,P00009,2023-10-03,3766,-353
O032210,C04006,P00734,2024-02-18,3484,805
O032211,C06771,P01367,2023-08-06,3927,-253
O032212,C01221,P00395,2023-10-02,150,1014
O032213,C06415,P00375,2023-10-12,4818,1056
O032214,C09934,P00477,2024-05-26,436,382
O032215,C01652,P01883,2023-07-10,2501,551
O032216,C00350,P01475,2024-08-06,3298,-77
O032217,C02270,P01301,2023-01-18,3350,1370
O032218,C07498,P00216,2024-04-19,1325,537
O032219,C07192,P00724,2022-07-11,1052,395
O032220,C01059,P01535,2023-05-10,448,850
O032221,C05530,P01530,2024-04-30,3365,575
O032222,C03136,P00639,2023-07-25,1900,-257
O032223,C07265,P01013,2022-02-16,3060,91
O032224,C06426,P00223,2022-05-26,3963,1496
O032225,C00760,P00407,2022-03-09,3424,176
O032226,C08821,P00557,2024-01-29,4794,36
O032227,C01374,P00979,2022-10-01,2699,1212
O032228,C07279,P01988,2023-10-22,1254,1319
O032229,C05251,P00615,2022-05-22,1809,1178
O032230,C08110,P01308,2023-02-06,3502,-261
O032231,C03504,P00461,2023-02-07,3000,530
O032232,C00180,P00565,2023-05-31,2840,374
O032233,C06298,P01997,2024-01-13,2471,448
O032234,C03811,P00840,2022-08-21,3606,-306
O032235,C02086,P01639,2024-07-25,1797,1275
O032236,C04198,P01219,2023-08-24,3935,954
O032237,C06116,P01075,2023-03-21,1817,1242
O032238,C01523,P00523,2023-07-28,1355,1151
O032239,C04254,P01584,2023-01-23,524,974
O032240,C08481,P01116,2023-11-07,3498,1482
O032241,C08101,P00312,2022-02-16,4441,366
O032242,C07437,P01195,2024-03-30,1518,-496
O032243,C08304,P01419,2024-06-08,2351,1301
O032244,C04300,P01013,2022-03-03,4024,-387
O032245,C03184,P00012,2023-01-23,1932,-257
O032246,C06711,P00197,2023-06-27,3317,1004
O032247,C03386,P00412,2022-07-18,3994,-239
O032248,C08241,P01664,2022-02-18,373,-61
O032249,C08181,P00426,2022-04-30,152,11
O032250,C01409,P00594,2023-08-06,401,471
O032251,C00596,P01449,2023-08-22,551,1142
O032252,C06260,P01934,2022-01-24,4698,1157
O032253,C08477,P00229,2022-09-14,2369,39
O032254,C02707,P01240,2024-06-02,1522,1301
O032255,C08486,P01267,2022-12-11,1364,352
O032256,C05122,P00170,2023-05-23,4104,1300
O032257,C02422,P01856,2024-01-11,3129,1154
O032258,C01955,P01216,2023-02-27,4399,107
O032259,C08514,P00023,2022-03-02,3023,-187
O032260,C02098,P01493,2022-08-01,1291,-160
O032261,C04568,P00465,2022-04-24,3838,428
O032262,C08901,P01701,2024-01-21,2121,436
O032263,C05510,P01930,2023-08-10,4802,710
O032264,C02714,P00296,2023-07-31,4591,1435
O032265,C02657,P01398,2023-09-14,4412,1180
O032266,C07822,P00614,2022-12-26,3736,165
O032267,C03583,P01758,2022-12-01,3083,22
O032268,C09403,P00174,2022-09-15,2340,971
O032269,C05724,P00748,2024-08-18,1932,26
O032270,C03283,P01296,2024-07-28,777,430
O032271,C04122,P00029,2024-02-20,2923,-472
O032272,C04731,P01213,2023-12-07,3435,225
O032273,C02853,P00187,2022-03-01,3337,412
O032274,C01661,P00557,2024-08-10,1420,294
O032275,C09466,P00178,2023-10-24,1436,696
O032276,C03399,P01443,2023-11-22,3205,1024
O032277,C04477,P01831,2023-03-26,1394,315
O032278,C01150,P01658,2023-04-10,868,-81
O032279,C03089,P00941,2023-02-23,2953,1445
O032280,C07925,P00940,2023-08-22,4830,1129
O032281,C01455,P00427,2022-03-24,265,664
O032282,C05458,P00003,2022-08-10,635,254
O032283,C09270,P00738,2022-04-10,766,284
O032284,C04512,P00855,2023-11-09,3862,-77
O032285,C06229,P01352,2023-01-29,145,1301
O032286,C02075,P00860,2024-02-29,1129,-17
O032287,C09431,P01358,2022-06-25,3229,-322
O032288,C06503,P01449,2024-02-29,3987,163
O032289,C00185,P01933,2024-02-24,1611,-26
O032290,C07321,P00786,2022-06-28,478,635
O032291,C08340,P01301,2022-04-02,3766,788
O032292,C07168,P00520,2022-04-25,2110,727
O032293,C08236,P01202,2024-07-27,1230,-389
O032294,C05164,P01432,2023-07-09,766,1240
O032295,C04182,P01086,2024-04-26,4566,1397
O032296,C05139,P00059,2024-04-17,1836,473
O032297,C05393,P00571,2024-03-02,2411,1102
O032298,C09571,P01346,2024-04-06,2087,157
O032299,C05512,P01602,2022-07-07,2502,1414
O032300,C04782,P01327,2022-08-05,4723,1274
O032301,C04514,P01480,2024-08-30,4666,-255
O032302,C06153,P01077,2024-06-03,3619,694
O032303,C06143,P00056,2022-09-21,3341,-233
O032304,C06218,P01398,2023-01-22,4169,504
O032305,C05441,P00052,2023-09-28,129,963
O032306,C07980,P01278,2024-04-29,1562,883
O032307,C06332,P00783,2022-08-15,1607,-164
O032308,C04452,P01275,2023-11-20,2592,391
O032309,C00800,P01235,2024-04-05,3117,-3
O032310,C02293,P01786,2023-02-17,2362,-163
O032311,C02980,P01045,2023-04-08,3653,948
O032312,C00057,P01788,2023-05-26,805,647
O032313,C00047,P00437,2024-07-01,637,101
O032314,C09616,P01678,2022-09-15,2155,917
O032315,C09579,P00689,2022-11-23,2788,639
O032316,C04317,P00058,2022-02-22,2167,949
O032317,C02949,P01573,2023-05-15,1172,273
O032318,C02844,P00502,2023-05-02,4059,1446
O032319,C00755,P01583,2022-11-05,1694,-77
O032320,C08750,P00083,2024-03-13,197,-101
O032321,C07625,P00258,2024-01-09,3743,725
O032322,C02764,P00379,2022-04-29,3110,694
O032323,C05626,P01974,2022-09-13,790,631
O032324,C07525,P00146,2023-02-11,102,759
O032325,C03329,P00391,2023-07-08,1037,222
O032326,C04971,P00533,2023-08-18,910,157
O032327,C02522,P01719,2024-07-30,1109,738
O032328,C06983,P01245,2022-10-30,2108,301
O032329,C08704,P01549,2023-01-26,4336,467
O032330,C01378,P01253,2023-06-12,3296,44
O032331,C09406,P00244,2024-01-21,3296,1107
O032332,C04094,P01146,2022-02-19,3447,-353
O032333,C09599,P00997,2024-09-01,2296,-200
O032334,C01637,P00645,2024-05-06,1398,683
O032335,C07232,P01740,2024-04-09,444,1203
O032336,C02018,P01591,2023-07-12,3880,35
O032337,C00448,P01133,2023-06-14,1084,564
O032338,C01028,P01497,2024-09-07,1627,436
O032339,C06381,P00833,2022-03-01,4550,631
O032340,C04678,P01604,2023-04-13,2098,23
O032341,C02619,P00860,2024-07-03,3216,27
O032342,C01471,P00929,2024-06-19,1933,-338
O032343,C02158,P01425,2024-08-29,4495,635
O032344,C02072,P00704,2022-04-13,1789,1147
O032345,C01359,P00527,2023-12-15,4111,1007
O032346,C03112,P00337,2024-07-20,2244,84
O032347,C02856,P00730,2022-11-11,2326,837
O032348,C09104,P00828,2024-07-06,275,1497
O032349,C04670,P01416,2024-06-02,4622,986
O032350,C00289,P01953,2023-03-30,4563,-345
O032351,C00274,P01097,2024-08-27,2376,1202
O032352,C03495,P00220,2024-02-07,3523,65
O032353,C08850,P01280,2024-01-05,3916,620
O032354,C08408,P00108,2024-02-04,4705,180
O032355,C09025,P00914,2022-10-29,384,996
O032356,C09279,P01631,2023-03-22,1740,1402
O032357,C03810,P01758,2022-02-22,1092,-65
O032358,C04208,P01039,2023-04-01,1898,-52
O032359,C01612,P00248,2022-04-15,3447,382
O032360,C03430,P00584,2023-03-26,4658,331
O032361,C07100,P00694,2023-04-18,4396,1368
O032362,C06963,P01618,2023-07-14,2433,964
O032363,C05770,P00638,2022-06-02,341,431
O032364,C00569,P01965,2024-01-16,2691,-300
O032365,C06783,P00204,2022-08-30,4669,830
O032366,C09817,P01591,2023-03-09,2817,890
O032367,C01178,P00649,2022-07-02,316,-212
O032368,C00221,P00244,2024-05-19,859,-67
O032369,C04008,P01057,2023-11-16,2732,546
O032370,C08770,P00634,2022-10-28,1173,-353
O032371,C08965,P00588,2023-03-21,4863,800
O032372,C05546,P01211,2024-05-01,1763,847
O032373,C00641,P01729,2022-07-30,2873,1324
O032374,C03279,P01529,2023-05-04,2834,1180
O032375,C09242,P00427,2024-04-16,3343,163
O032376,C05924,P00791,2023-03-08,3849,1274
O032377,C08908,P00479,2023-12-15,3598,-44
O032378,C01145,P01620,2022-05-29,4771,72
O032379,C09940,P01387,2023-01-05,2703,-74
O032380,C09364,P01448,2023-09-25,534,1136
O032381,C08088,P01866,2024-08-05,4396,904
O032382,C04672,P01011,2024-04-25,1229,626
O032383,C02870,P01031,2022-01-03,2585,-239
O032384,C06340,P01950,2023-07-14,4502,105
O032385,C04988,P01926,2022-08-14,2682,770
O032386,C06209,P01703,2023-08-15,1908,291
O032387,C05515,P00289,2023-11-29,393,652
O032388,C02012,P00924,2023-02-11,2482,991
O032389,C05194,P01941,2024-06-14,3301,1254
O032390,C03607,P00980,2022-11-15,3437,-326
O032391,C03082,P00992,2022-05-26,4949,1236
O032392,C03051,P01236,2024-02-06,2895,1180
O032393,C09159,P00925,2022-05-31,1455,246
O032394,C01142,P00168,2023-05-19,3525,425
O032395,C01046,P00280,2023-10-09,4398,375
O032396,C03416,P00304,2023-01-02,4156,125
O032397,C00472,P00744,2023-08-03,1020,-325
O032398,C08972,P00254,2024-01-31,363,1453
O032399,C07069,P00828,2023-08-06,2441,991
O032400,C02007,P01294,2022-08-25,3938,601
O032401,C01527,P01629,2023-06-25,2012,239
O032402,C05975,P00386,2023-03-20,2639,490
O032403,C00268,P00276,2024-04-01,2781,123
O032404,C06662,P01433,2023-07-10,4749,928
O032405,C00530,P00230,2024-02-29,2512,1135
O032406,C05715,P01855,2023-08-31,4640,730
O032407,C05638,P01334,2022-01-27,877,1111
O032408,C05075,P00338,2024-01-09,2148,897
O032409,C05551,P01171,2023-08-09,1506,1482
O032410,C06237,P01638,2024-01-11,1978,198
O032411,C09807,P00474,2022-07-02,1293,-350
O032412,C06666,P01633,2023-08-06,2446,-49
O032413,C09427,P00194,2023-02-22,1281,123
O032414,C01695,P00893,2022-12-23,1136,-208
O032415,C01997,P01066,2024-03-03,3643,840
O032416,C07450,P01924,2023-02-07,2761,731
O032417,C01347,P00091,2023-08-06,1855,1023
O032418,C02092,P01244,2022-08-13,3937,-28
O032419,C03754,P01843,2024-09-26,2235,903
O032420,C01718,P00572,2023-09-23,4146,-33
O032421,C09304,P01662,2022-02-23,596,-376
O032422,C07386,P01167,2022-08-09,3739,1362
O032423,C06700,P00854,2023-04-13,2013,755
O032424,C06511,P01067,2023-05-19,1884,254
O032425,C07973,P00190,2024-08-25,457,535
O032426,C09019,P01545,2024-08-28,3107,313
O032427,C04806,P00777,2023-04-24,2002,893
O032428,C05437,P01979,2023-09-02,3198,-456
O032429,C00077,P00794,2024-07-30,396,384
O032430,C09569,P01654,2022-10-14,3857,603
O032431,C05812,P01964,2023-07-05,265,245
O032432,C03069,P00340,2023-03-06,3172,-345
O032433,C01843,P00028,2022-02-18,2702,318
O032434,C06391,P00484,2024-06-25,2449,299
O032435,C05434,P01972,2022-09-11,3968,1490
O032436,C00835,P00744,2023-09-03,147,244
O032437,C05607,P00845,2023-01-06,423,1407
O032438,C07940,P01734,2024-02-24,2824,542
O032439,C00519,P00468,2023-01-19,777,-360
O032440,C00603,P00727,2023-08-09,1185,306
O032441,C00978,P00037,2024-04-10,3931,-380
O032442,C02460,P01599,2022-04-28,4032,129
O032443,C01693,P01883,2023-10-12,3767,765
O032444,C05141,P00653,2024-08-13,4107,1377
O032445,C09333,P00115,2023-08-12,3003,-279
O032446,C09409,P00953,2022-07-09,4273,539
O032447,C06536,P00372,2022-03-11,2845,-185
O032448,C01324,P01397,2022-10-20,2557,-297
O032449,C09245,P01771,2022-04-20,937,1097
O032450,C01555,P00302,2022-09-13,903,1206
O032451,C01604,P00249,2024-06-04,2770,734
O032452,C02736,P00046,2023-12-07,1514,272
O032453,C04800,P00626,2024-06-06,3080,370
O032454,C04352,P00295,2024-02-09,2689,241
O032455,C07785,P00652,2023-03-27,4892,-300
O032456,C08118,P00731,2023-07-03,4736,321
O032457,C01779,P00658,2024-05-15,1081,244
O032458,C03180,P00338,2023-12-14,4463,-116
O032459,C09747,P01886,2023-08-28,1315,1163
O032460,C07634,P01465,2023-01-06,4562,1173
O032461,C00971,P01376,2023-02-03,4014,357
O032462,C08352,P00965,2022-11-06,764,133
O032463,C06058,P00845,2024-03-27,4059,309
O032464,C02212,P00618,2023-05-07,321,938
O032465,C09862,P00167,2023-06-08,340,905
O032466,C09608,P01762,2022-12-30,4030,1326
O032467,C01213,P00473,2023-03-19,964,1136
O032468,C02600,P00907,2023-10-25,3854,1008
O032469,C07636,P01991,2023-08-13,2053,-312
O032470,C02315,P00836,2022-06-21,1344,507
O032471,C04338,P00519,2023-01-01,3544,1354
O032472,C02038,P01276,2024-07-20,2468,442
O032473,C07781,P00034,2024-09-15,869,1322
O032474,C01881,P00153,2023-04-16,3548,108
O032475,C00123,P01365,2023-10-25,4307,-170
O032476,C02150,P01065,2023-05-30,1258,196
O032477,C08666,P01421,2023-07-13,2579,1005
O032478,C08477,P01809,2024-06-13,1892,336
O032479,C00582,P00475,2022-02-25,2295,-62
O032480,C07973,P01657,2023-11-08,4888,-143
O032481,C00583,P01473,2024-03-01,1689,322
O032482,C01118,P00247,2022-06-01,3895,1332
O032483,C02598,P00901,2022-08-26,4781,1496
O032484,C02784,P01207,2022-10-31,2913,350
O032485,C04755,P00088,2024-07-07,383,294
O032486,C01153,P00589,2023-07-08,1995,382
O032487,C02149,P01880,2022-01-27,2179,1073
O032488,C03025,P00169,2023-07-11,302,-28
O032489,C02906,P01878,2022-04-14,4418,613
O032490,C03544,P00586,2023-09-04,1851,-261
O032491,C02102,P00929,2022-01-19,3545,-57
O032492,C03355,P01761,2024-07-24,2302,1415
O032493,C09791,P00251,2022-03-04,1918,1099
O032494,C08381,P00621,2022-02-24,3645,743
O032495,C06500,P00113,2023-03-16,371,561
O032496,C08276,P01918,2023-11-28,2895,-121
O032497,C05537,P01715,2022-03-19,1356,-81
O032498,C08793,P01257,2023-12-18,4546,1060
O032499,C05414,P01166,2023-05-17,1921,714
O032500,C06710,P00550,2023-02-19,3541,590
O032501,C06210,P00047,2022-02-12,4513,87
O032502,C04589,P00841,2023-01-31,2377,-430
O032503,C00437,P01175,2023-04-24,3465,1118
O032504,C04673,P00083,2022-06-13,4151,1285
O032505,C06306,P00911,2022-12-11,228,1254
O032506,C03467,P00260,2023-01-17,1122,979
O032507,C00918,P01388,2023-06-24,4550,-406
O032508,C04915,P01961,2023-05-28,2299,-449
O032509,C08626,P00880,2023-10-27,2112,1314
O032510,C02305,P01478,2024-08-18,245,1381
O032511,C08289,P01625,2024-01-19,1746,843
O032512,C05259,P00927,2024-04-15,3273,208
O032513,C02068,P01258,2023-05-28,4847,-214
O032514,C07248,P01025,2022-01-09,2052,115
O032515,C00246,P00935,2023-12-21,3080,692
O032516,C03722,P01867,2024-03-17,2868,37
O032517,C02336,P00274,2024-06-09,3347,495
O032518,C04626,P01934,2022-10-31,1632,673
O032519,C09315,P00833,2024-04-15,4205,722
O032520,C00177,P00855,2024-07-08,2380,525
O032521,C05943,P00372,2022-06-23,914,-420
O032522,C04172,P01870,2024-07-24,3511,631
O032523,C07745,P01636,2023-01-19,1673,93
O032524,C03091,P00246,2023-05-15,884,1325
O032525,C06131,P00827,2023-05-17,3124,1080
O032526,C05574,P00701,2022-08-15,4688,657
O032527,C00409,P01796,2022-05-10,2703,935
O032528,C03215,P00995,2022-11-15,3819,-298
O032529,C00008,P01718,2024-01-05,1546,714
O032530,C00640,P00303,2024-04-04,4214,-337
O032531,C09151,P01770,2023-04-23,3810,914
O032532,C08324,P01828,2022-07-07,2723,-200
O032533,C01568,P01609,2023-07-05,3121,965
O032534,C08089,P01299,2023-11-16,375,111
O032535,C09062,P00873,2024-08-10,3913,805
O032536,C00988,P00682,2024-05-05,789,-84
O032537,C05636,P00788,2024-09-16,3630,988
O032538,C09131,P00286,2023-06-16,1385,202
O032539,C09319,P00228,2023-07-02,4644,-350
O032540,C04082,P01172,2024-02-02,4359,283
O032541,C07749,P01870,2024-04-16,3522,212
O032542,C04453,P01790,2024-04-18,593,402
O032543,C02335,P00705,2024-04-25,729,492
O032544,C04605,P01236,2023-01-10,2748,103
O032545,C08258,P00356,2023-12-06,157,1427
O032546,C03266,P00107,2022-04-22,3172,-450
O032547,C06560,P00800,2022-07-24,2247,594
O032548,C09256,P01169,2023-01-21,2256,600
O032549,C05725,P01769,2024-09-19,1559,382
O032550,C00665,P00411,2024-07-24,954,1199
O032551,C01475,P01110,2024-02-10,4826,563
O032552,C03167,P01686,2023-09-04,827,288
O032553,C02935,P00578,2022-10-25,1680,459
O032554,C00774,P01882,2023-03-12,2408,-88
O032555,C00549,P00618,2023-11-08,672,100
O032556,C08323,P00972,2023-03-01,4334,-202
O032557,C04584,P01790,2023-02-07,3953,-422
O032558,C04356,P01721,2022-02-24,1388,290
O032559,C03910,P00989,2024-04-11,4743,1186
O032560,C00022,P01569,2022-10-10,3207,278
O032561,C01194,P00249,2023-10-27,4366,24
O032562,C00047,P01085,2024-07-18,2261,1429
O032563,C08698,P01231,2022-10-26,168,363
O032564,C08446,P00502,2022-03-02,721,-76
O032565,C04517,P00722,2023-03-16,4343,671
O032566,C03933,P01270,2022-08-23,534,35
O032567,C07392,P01583,2022-09-28,2133,589
O032568,C03420,P00283,2024-05-12,2410,1418
O032569,C08506,P01747,2022-12-07,4117,159
O032570,C06927,P01979,2024-07-11,645,1115
O032571,C02808,P01177,2024-06-23,3799,1024
O032572,C05552,P00757,2022-12-19,2801,76
O032573,C05009,P01914,2024-08-16,2157,763
O032574,C04798,P00268,2023-04-05,2319,964
O032575,C00150,P01448,2022-11-16,4405,492
O032576,C05696,P01407,2023-09-16,678,519
O032577,C08357,P00282,2022-11-15,2066,550
O032578,C04648,P00289,2023-04-16,1115,-239
O032579,C00854,P01200,2022-06-09,694,-439
O032580,C07310,P00950,2023-05-02,2066,113
O032581,C09721,P01752,2022-11-03,1098,-431
O032582,C08977,P01010,2024-01-04,666,645
O032583,C05654,P00001,2024-06-13,589,-377
O032584,C09582,P01895,2022-11-10,1040,772
O032585,C07518,P01877,2023-06-08,2440,932
O032586,C02969,P00039,2023-05-13,2665,-117
O032587,C02419,P00414,2023-06-20,1216,1474
O032588,C06723,P00288,2024-08-28,3249,73
O032589,C09734,P00380,2024-01-12,3269,-79
O032590,C05095,P00990,2023-01-03,1772,-103
O032591,C02078,P00195,2023-03-19,2792,174
O032592,C06940,P01360,2024-04-24,2050,-259
O032593,C09536,P00059,2023-06-23,3355,1395
O032594,C00775,P00659,2023-02-21,450,534
O032595,C06004,P01050,2024-02-29,2472,1107
O032596,C04551,P01218,2023-10-13,4766,305
O032597,C08358,P01651,2023-03-25,1771,882
O032598,C05343,P00340,2022-03-30,678,-10
O032599,C03551,P00225,2024-04-07,610,395
O032600,C09066,P00116,2023-03-23,3287,347
O032601,C07436,P00412,2023-12-21,4757,-105
O032602,C08861,P01975,2024-02-21,4316,956
O032603,C08175,P00357,2023-07-22,4596,1390
O032604,C00575,P00229,2022-07-02,2132,-356
O032605,C05696,P01276,2022-04-06,4727,344
O032606,C02542,P00144,2022-01-05,104,1287
O032607,C06653,P00702,2022-06-06,4012,955
O032608,C00354,P00961,2023-08-30,4211,677
O032609,C00668,P01730,2024-03-11,1374,499
O032610,C02151,P00737,2022-07-06,1608,831
O032611,C03680,P01181,2022-04-02,3339,465
O032612,C03873,P00918,2022-10-29,2982,943
O032613,C06535,P01140,2022-06-28,4016,1294
O032614,C08946,P00560,2022-12-28,2172,476
O032615,C08638,P01968,2023-07-17,4389,312
O032616,C08264,P01111,2022-08-10,3565,970
O032617,C04193,P01755,2023-05-12,1339,491
O032618,C02451,P01493,2022-09-04,4284,134
O032619,C08335,P00463,2022-11-24,4299,31
O032620,C01430,P01185,2023-11-14,4728,-476
O032621,C04959,P00834,2022-12-21,1285,973
O032622,C07590,P00123,2022-11-19,4756,1416
O032623,C04227,P01172,2022-06-21,1483,86
O032624,C02329,P00125,2023-12-15,2597,-214
O032625,C00936,P00619,2022-04-03,2158,1298
O032626,C06383,P00619,2022-09-25,1060,159
O032627,C02094,P01986,2022-11-05,4848,174
O032628,C00474,P01991,2024-05-25,141,650
O032629,C04557,P00586,2023-06-02,4136,1478
O032630,C09178,P01310,2022-06-12,1709,126
O032631,C02722,P00091,2022-10-18,384,457
O032632,C06413,P01209,2023-01-03,3817,1494
O032633,C06502,P00167,2023-02-08,4992,116
O032634,C04018,P00378,2022-06-28,469,433
O032635,C01973,P01916,2022-01-05,4002,968
O032636,C08270,P00452,2022-08-29,3010,1234
O032637,C06693,P01396,2023-08-23,1727,-13
O032638,C05754,P00944,2024-08-08,4498,391
O032639,C04947,P00878,2022-01-10,4737,395
O032640,C07782,P01495,2024-04-07,3028,133
O032641,C03083,P00490,2023-08-24,1967,-16
O032642,C04120,P01827,2024-03-11,2933,977
O032643,C05005,P01097,2022-01-15,737,1481
O032644,C03201,P01880,2024-04-25,4773,413
O032645,C00751,P01691,2022-08-21,2740,1474
O032646,C08509,P01445,2023-11-05,1211,1197
O032647,C00077,P00273,2023-12-02,1637,722
O032648,C09129,P01654,2022-03-30,4590,227
O032649,C06988,P00837,2023-07-11,3796,-132
O032650,C04593,P00055,2022-09-10,3214,434
O032651,C07621,P00186,2024-08-06,869,1414
O032652,C03720,P01027,2022-07-28,3419,478
O032653,C02276,P01986,2023-03-03,1295,1491
O032654,C01372,P00013,2023-08-12,1733,440
O032655,C08486,P01276,2022-01-18,2879,-15
O032656,C04501,P01114,2022-07-28,2663,-360
O032657,C02311,P00832,2024-04-01,4969,-476
O032658,C05527,P01172,2024-05-05,3850,19
O032659,C08680,P00252,2024-05-13,3084,920
O032660,C05582,P01066,2023-03-31,807,61
O032661,C04917,P01796,2022-03-09,3669,-441
O032662,C08717,P00135,2024-07-14,4114,350
O032663,C06705,P01628,2023-04-03,395,1189
O032664,C09502,P01175,2022-07-18,1057,595
O032665,C01647,P00637,2023-03-17,1755,1274
O032666,C09681,P00199,2023-11-28,2294,377
O032667,C09569,P01546,2022-01-18,2274,61
O032668,C00107,P00044,2022-04-26,579,-40
O032669,C02729,P00924,2023-05-30,333,455
O032670,C01533,P00920,2023-09-08,1857,793
O032671,C06305,P01833,2023-10-20,1443,546
O032672,C04172,P01494,2022-01-23,2904,918
O032673,C03065,P00853,2023-10-30,1916,991
O032674,C07663,P00102,2023-01-17,1386,980
O032675,C08882,P00040,2022-01-25,673,127
O032676,C03214,P01076,2022-04-17,2094,1452
O032677,C01657,P01715,2023-05-11,1970,-164
O032678,C05723,P01531,2023-08-08,3690,786
O032679,C00177,P01041,2023-09-11,519,-368
O032680,C07653,P01765,2023-06-25,1723,-247
O032681,C06196,P01886,2022-01-24,3655,-44
O032682,C02748,P01333,2024-04-01,334,-164
O032683,C03196,P01974,2024-08-22,4900,1083
O032684,C09838,P01659,2023-08-27,4617,778
O032685,C00428,P01938,2022-09-10,62,447
O032686,C06452,P01148,2024-02-11,1395,-168
O032687,C06458,P00567,2024-09-18,1401,78
O032688,C03947,P00777,2024-08-23,3471,-157
O032689,C09475,P01178,2024-06-16,712,1092
O032690,C07305,P01279,2024-06-12,3418,1390
O032691,C07269,P01780,2023-11-08,4882,177
O032692,C03798,P01174,2024-04-10,3264,190
O032693,C04933,P00280,2022-12-23,3773,1283
O032694,C07515,P00197,2023-07-15,2245,-309
O032695,C04319,P00745,2024-02-19,254,-237
O032696,C01989,P01352,2022-12-20,3292,1132
O032697,C03888,P01272,2023-01-09,4697,-174
