TransactionID,Date,AccountID,TransactionType,Amount
T056230,2021-02-21,A001,Deposit,-2390
T056231,2022-01-29,A004,Withdrawal,6063
T056232,2021-08-13,A001,Withdrawal,-3485
T056233,2023-11-10,A004,Withdrawal,-1179
T056234,2023-12-08,A002,Deposit,7820
T056235,2021-11-05,A004,Deposit,2964
T056236,2023-12-15,A004,Deposit,-2224
T056237,2024-03-13,A001,Withdrawal,750
T056238,2022-06-10,A003,Withdrawal,5997
T056239,2023-06-15,A004,Deposit,3868
T056240,2022-10-13,A001,Deposit,1284
T056241,2023-08-26,A004,Deposit,5553
T056242,2023-08-23,A002,Deposit,842
T056243,2021-01-29,A004,Deposit,-1499
T056244,2023-08-29,A002,Withdrawal,2200
T056245,2021-10-12,A003,Deposit,4297
T056246,2021-04-06,A003,Withdrawal,8820
T056247,2022-01-09,A004,Deposit,3287
T056248,2021-09-06,A002,Withdrawal,-1711
T056249,2022-12-12,A001,Deposit,8193
T056250,2021-02-23,A001,Withdrawal,-1372
T056251,2021-01-09,A004,Withdrawal,5793
T056252,2021-11-05,A004,Deposit,-626
T056253,2022-10-17,A001,Deposit,2161
T056254,2024-02-28,A002,Deposit,-3109
T056255,2022-01-08,A001,Withdrawal,-2362
T056256,2022-02-20,A003,Withdrawal,1646
T056257,2022-01-11,A004,Withdrawal,6290
T056258,2024-04-14,A001,Withdrawal,3117
T056259,2021-03-20,A002,Deposit,-2334
T056260,2023-12-03,A004,Deposit,1573
T056261,2022-07-30,A002,Withdrawal,4198
T056262,2022-10-15,A001,Withdrawal,-1501
T056263,2021-03-19,A004,Deposit,-2899
T056264,2021-02-19,A003,Deposit,-1199
T056265,2022-07-21,A001,Deposit,-3794
T056266,2022-02-17,A003,Deposit,-4109
T056267,2021-07-15,A001,Withdrawal,1864
T056268,2023-12-07,A001,Deposit,-436
T056269,2021-07-05,A004,Withdrawal,-400
T056270,2022-05-13,A003,Deposit,7744
T056271,2022-12-18,A001,Deposit,3913
T056272,2021-04-24,A003,Withdrawal,4029
T056273,2024-02-28,A001,Deposit,-2716
T056274,2023-07-31,A004,Deposit,161
T056275,2021-01-14,A002,Deposit,9998
T056276,2023-09-21,A001,Withdrawal,3895
T056277,2022-09-09,A003,Deposit,-4051
T056278,2022-11-17,A002,Withdrawal,7722
T056279,2022-12-30,A003,Deposit,-3464
T056280,2023-11-01,A001,Deposit,2822
T056281,2023-09-16,A002,Deposit,5345
T056282,2023-10-14,A002,Withdrawal,-3969
T056283,2021-05-06,A003,Withdrawal,-3253
T056284,2023-09-04,A001,Deposit,1804
T056285,2023-01-17,A001,Withdrawal,6574
T056286,2021-10-23,A003,Withdrawal,-2625
T056287,2023-07-29,A004,Withdrawal,947
T056288,2023-12-10,A002,Withdrawal,-4154
T056289,2022-01-23,A001,Withdrawal,2783
T056290,2023-07-05,A001,Withdrawal,-2820
T056291,2023-01-23,A004,Withdrawal,-457
T056292,2021-05-24,A003,Withdrawal,-566
T056293,2022-05-05,A002,Deposit,-1548
T056294,2022-01-03,A002,Withdrawal,7031
T056295,2023-05-27,A001,Deposit,2024
T056296,2021-09-09,A004,Deposit,-3005
T056297,2023-08-22,A003,Withdrawal,-2860
T056298,2024-01-25,A001,Withdrawal,8277
T056299,2022-03-18,A002,Withdrawal,-3123
T056300,2023-10-25,A001,Withdrawal,3311
T056301,2023-12-01,A002,Withdrawal,6366
T056302,2021-09-29,A004,Deposit,1866
T056303,2021-05-23,A002,Withdrawal,-2262
T056304,2022-03-04,A004,Deposit,2991
T056305,2022-03-28,A004,Deposit,-2946
T056306,2023-11-25,A001,Withdrawal,-655
T056307,2021-02-10,A003,Withdrawal,5998
T056308,2021-05-15,A001,Withdrawal,-856
T056309,2023-07-28,A002,Deposit,9433
T056310,2023-07-15,A003,Deposit,-327
T056311,2021-05-16,A001,Deposit,4401
T056312,2021-12-07,A003,Withdrawal,4932
T056313,2022-02-22,A003,Withdrawal,4415
T056314,2021-03-10,A002,Withdrawal,9426
T056315,2023-07-16,A001,Deposit,1599
T056316,2021-08-04,A003,Withdrawal,1409
T056317,2021-01-03,A002,Withdrawal,-3946
T056318,2021-03-29,A001,Withdrawal,-951
T056319,2022-12-27,A001,Withdrawal,-564
T056320,2024-02-15,A004,Withdrawal,-4363
T056321,2022-08-25,A004,Deposit,2950
T056322,2022-10-09,A002,Withdrawal,7002
T056323,2023-12-04,A002,Withdrawal,4674
T056324,2021-12-01,A003,Deposit,5407
T056325,2022-11-12,A003,Deposit,7914
T056326,2022-12-07,A003,Deposit,3333
T056327,2021-01-31,A004,Deposit,387
T056328,2022-07-05,A003,Deposit,8767
T056329,2022-05-15,A001,Withdrawal,-1566
T056330,2023-08-19,A001,Deposit,4910
T056331,2022-03-14,A002,Withdrawal,-1680
T056332,2023-11-30,A001,Deposit,9431
T056333,2022-11-23,A002,Deposit,-4563
T056334,2023-03-16,A001,Deposit,5080
T056335,2022-03-07,A004,Withdrawal,3883
T056336,2022-11-15,A004,Deposit,-856
T056337,2021-05-14,A002,Deposit,-1704
T056338,2022-12-26,A003,Withdrawal,9668
T056339,2022-04-27,A003,Withdrawal,-2392
T056340,2022-07-20,A002,Withdrawal,7355
T056341,2021-10-24,A002,Deposit,4450
T056342,2023-01-07,A002,Withdrawal,6763
T056343,2022-01-10,A001,Withdrawal,-2488
T056344,2024-03-04,A001,Withdrawal,7733
T056345,2021-03-14,A003,Deposit,-3396
T056346,2022-03-29,A002,Deposit,9036
T056347,2023-12-17,A001,Withdrawal,-2346
T056348,2023-12-06,A001,Deposit,-2350
T056349,2023-12-11,A003,Deposit,1621
T056350,2021-03-31,A002,Withdrawal,-851
T056351,2023-09-21,A002,Withdrawal,-1674
T056352,2024-03-11,A002,Withdrawal,-2601
T056353,2022-07-18,A004,Deposit,-2393
T056354,2024-01-10,A002,Deposit,5442
T056355,2021-04-06,A004,Deposit,-3939
T056356,2021-09-05,A001,Withdrawal,248
T056357,2021-08-04,A004,Withdrawal,5944
T056358,2023-08-04,A004,Deposit,-563
T056359,2022-05-22,A001,Withdrawal,-2883
T056360,2022-06-30,A003,Withdrawal,2478
T056361,2021-12-25,A001,Deposit,7592
T056362,2021-09-07,A001,Deposit,6421
T056363,2022-06-22,A004,Withdrawal,5523
T056364,2021-10-16,A003,Withdrawal,-1716
T056365,2024-01-08,A003,Deposit,-4308
T056366,2022-01-24,A001,Deposit,-90
T056367,2024-04-14,A001,Deposit,-3817
T056368,2021-05-19,A002,Deposit,527
T056369,2024-02-28,A001,Withdrawal,6025
T056370,2022-08-13,A001,Withdrawal,8849
T056371,2021-05-12,A003,Deposit,3774
T056372,2021-06-16,A001,Deposit,7913
T056373,2021-09-01,A004,Deposit,-2389
T056374,2022-08-03,A004,Withdrawal,4061
T056375,2023-05-10,A004,Deposit,2263
T056376,2024-03-22,A004,Withdrawal,6355
T056377,2023-12-19,A003,Withdrawal,7005
T056378,2024-02-12,A002,Deposit,2448
T056379,2023-08-29,A003,Withdrawal,-3888
T056380,2023-12-01,A003,Withdrawal,8413
T056381,2021-01-27,A002,Withdrawal,6780
T056382,2021-12-11,A003,Withdrawal,-3169
T056383,2023-07-26,A002,Withdrawal,4240
T056384,2023-10-11,A002,Withdrawal,-3921
T056385,2023-08-25,A004,Withdrawal,5583
T056386,2022-12-15,A003,Deposit,3426
T056387,2024-02-01,A001,Deposit,2993
T056388,2023-10-21,A001,Deposit,3046
T056389,2022-08-14,A002,Deposit,-3830
T056390,2022-09-22,A002,Withdrawal,-3365
T056391,2024-03-28,A003,Deposit,4379
T056392,2021-12-05,A004,Deposit,5746
T056393,2022-01-16,A003,Deposit,7829
T056394,2023-12-07,A003,Deposit,-59
T056395,2021-08-02,A001,Withdrawal,-3753
T056396,2021-03-08,A002,Deposit,-2142
T056397,2022-09-13,A003,Deposit,-4175
T056398,2023-08-14,A001,Deposit,4842
T056399,2023-01-15,A002,Deposit,-1535
T056400,2022-01-27,A004,Withdrawal,9264
T056401,2023-05-13,A002,Deposit,8473
T056402,2021-08-14,A002,Withdrawal,-2993
T056403,2023-07-29,A002,Deposit,-3479
T056404,2021-07-21,A002,Withdrawal,539
T056405,2023-06-29,A002,Deposit,4489
T056406,2023-03-11,A003,Withdrawal,-1445
T056407,2023-02-03,A003,Withdrawal,-631
T056408,2021-11-21,A002,Withdrawal,2529
T056409,2023-05-26,A004,Withdrawal,335
T056410,2021-08-16,A002,Deposit,4775
T056411,2022-07-13,A004,Withdrawal,7549
T056412,2022-05-14,A001,Withdrawal,-4239
T056413,2022-06-29,A003,Deposit,2615
T056414,2021-05-01,A004,Deposit,-1973
T056415,2024-01-30,A004,Withdrawal,1815
T056416,2021-03-12,A004,Withdrawal,7050
T056417,2022-01-08,A003,Withdrawal,5792
T056418,2023-12-16,A003,Deposit,-85
T056419,2023-10-07,A002,Deposit,8104
T056420,2023-01-23,A004,Deposit,1546
T056421,2023-07-22,A003,Deposit,-4136
T056422,2021-02-07,A003,Deposit,-2870
T056423,2021-10-12,A003,Withdrawal,-938
T056424,2021-10-09,A004,Deposit,4454
T056425,2021-03-06,A004,Withdrawal,-1961
T056426,2023-09-14,A001,Deposit,-1911
T056427,2023-07-19,A003,Deposit,143
T056428,2023-01-18,A001,Deposit,-831
T056429,2023-04-23,A004,Withdrawal,2712
T056430,2021-12-16,A003,Withdrawal,-1254
T056431,2021-04-03,A002,Withdrawal,1884
T056432,2023-01-12,A004,Deposit,-1571
T056433,2021-09-02,A003,Withdrawal,-2051
T056434,2022-06-13,A001,Deposit,5035
T056435,2024-03-08,A002,Deposit,5849
T056436,2023-04-29,A004,Deposit,-1359
T056437,2023-12-04,A004,Deposit,-1843
T056438,2021-10-10,A002,Withdrawal,-4080
T056439,2021-07-21,A002,Deposit,7210
T056440,2024-01-09,A004,Withdrawal,8106
T056441,2023-01-01,A002,Withdrawal,5025
T056442,2021-08-06,A004,Deposit,5180
T056443,2023-08-07,A001,Withdrawal,9442
T056444,2022-04-25,A001,Deposit,3177
T056445,2021-07-04,A002,Deposit,1328
T056446,2023-08-01,A002,Withdrawal,-3658
T056447,2022-03-09,A001,Withdrawal,1125
T056448,2022-09-21,A003,Withdrawal,5232
T056449,2022-05-08,A003,Deposit,-4787
T056450,2023-09-16,A003,Withdrawal,-641
T056451,2024-01-17,A004,Deposit,7318
T056452,2022-03-30,A004,Deposit,-852
T056453,2023-11-11,A002,Deposit,6881
T056454,2021-07-10,A001,Withdrawal,8861
T056455,2024-03-28,A001,Deposit,-3814
T056456,2024-03-19,A002,Withdrawal,-95
T056457,2022-05-29,A002,Withdrawal,6047
T056458,2021-12-31,A001,Deposit,-572
T056459,2021-10-03,A003,Deposit,4259
T056460,2022-11-01,A001,Withdrawal,-1379
T056461,2022-08-29,A002,Withdrawal,688
T056462,2021-04-05,A003,Deposit,-4389
T056463,2023-02-04,A003,Withdrawal,3453
T056464,2021-01-27,A004,Deposit,5840
T056465,2023-03-20,A003,Deposit,9692
T056466,2021-02-10,A004,Withdrawal,3891
T056467,2023-01-21,A002,Deposit,5104
T056468,2021-08-05,A002,Withdrawal,8726
T056469,2021-06-13,A002,Withdrawal,-2280
T056470,2021-12-03,A003,Withdrawal,4321
T056471,2021-08-17,A004,Deposit,-663
T056472,2022-10-14,A001,Withdrawal,379
T056473,2023-06-06,A004,Deposit,8654
T056474,2023-07-13,A003,Withdrawal,-4733
T056475,2023-08-28,A003,Withdrawal,9677
T056476,2021-12-21,A001,Deposit,7662
T056477,2023-07-21,A003,Deposit,7866
T056478,2021-03-06,A003,Deposit,-2359
T056479,2024-03-30,A002,Withdrawal,2440
T056480,2021-11-06,A004,Withdrawal,4831
T056481,2022-06-27,A001,Withdrawal,9256
T056482,2024-01-05,A001,Withdrawal,8373
T056483,2024-02-13,A002,Withdrawal,-3528
T056484,2021-07-27,A004,Deposit,2259
T056485,2021-08-01,A001,Deposit,7632
T056486,2021-06-14,A001,Withdrawal,8109
T056487,2022-07-15,A004,Withdrawal,4932
T056488,2024-02-09,A004,Withdrawal,59
T056489,2021-05-11,A003,Withdrawal,490
T056490,2021-10-31,A002,Deposit,6001
T056491,2022-12-14,A001,Withdrawal,6276
T056492,2022-08-07,A002,Deposit,-4726
T056493,2022-03-07,A001,Deposit,6887
T056494,2022-05-22,A003,Withdrawal,3855
T056495,2024-01-07,A004,Deposit,1890
T056496,2023-11-27,A002,Deposit,4589
T056497,2023-05-18,A003,Withdrawal,5777
T056498,2022-04-06,A004,Withdrawal,7513
T056499,2021-02-06,A001,Withdrawal,-3597
T056500,2021-12-15,A003,Withdrawal,6538
T056501,2022-09-22,A002,Withdrawal,-3309
T056502,2022-12-08,A004,Deposit,7919
T056503,2021-07-01,A002,Withdrawal,5066
T056504,2022-06-26,A002,Deposit,7101
T056505,2023-04-25,A002,Deposit,5369
T056506,2021-11-25,A003,Withdrawal,1131
T056507,2023-01-25,A001,Deposit,2097
T056508,2021-12-28,A001,Withdrawal,7113
T056509,2024-02-23,A004,Withdrawal,-2506
T056510,2022-07-11,A004,Deposit,-4833
T056511,2022-02-11,A001,Deposit,3145
T056512,2023-04-15,A001,Deposit,-2268
T056513,2022-12-04,A001,Deposit,8026
T056514,2021-11-24,A002,Withdrawal,-3517
T056515,2022-11-17,A002,Deposit,7832
T056516,2021-02-19,A003,Deposit,-4785
T056517,2022-09-19,A004,Deposit,8086
T056518,2022-06-06,A002,Withdrawal,-1071
T056519,2023-10-20,A001,Deposit,6188
T056520,2024-03-16,A001,Withdrawal,6946
T056521,2022-02-12,A004,Deposit,5985
T056522,2024-03-23,A004,Withdrawal,8187
T056523,2021-05-19,A002,Withdrawal,-4688
T056524,2022-04-25,A002,Withdrawal,-2785
T056525,2023-12-08,A002,Withdrawal,-3719
T056526,2022-10-26,A004,Withdrawal,835
T056527,2022-01-01,A001,Deposit,-366
T056528,2023-09-18,A004,Withdrawal,8481
T056529,2022-03-09,A003,Withdrawal,-2248
T056530,2022-03-17,A004,Deposit,-1036
T056531,2022-09-26,A002,Deposit,2847
T056532,2024-01-08,A004,Deposit,3733
T056533,2023-08-17,A001,Withdrawal,4744
T056534,2022-06-26,A004,Withdrawal,-1814
T056535,2022-12-13,A002,Withdrawal,8399
T056536,2023-06-12,A002,Deposit,2170
T056537,2022-01-16,A002,Deposit,1826
T056538,2021-12-11,A002,Withdrawal,12
T056539,2022-06-27,A004,Withdrawal,-855
T056540,2022-06-19,A004,Deposit,-3229
T056541,2022-12-09,A001,Withdrawal,4173
T056542,2021-12-24,A003,Deposit,-1573
T056543,2022-01-28,A003,Deposit,5990
T056544,2022-10-15,A002,Withdrawal,7344
T056545,2022-01-01,A002,Deposit,6550
T056546,2022-11-22,A004,Withdrawal,-2706
T056547,2022-04-08,A001,Withdrawal,9949
T056548,2022-08-18,A001,Withdrawal,8422
T056549,2023-05-22,A003,Deposit,7860
T056550,2024-04-01,A002,Withdrawal,-4053
T056551,2021-06-11,A001,Withdrawal,6399
T056552,2022-07-02,A001,Withdrawal,7584
T056553,2021-07-05,A004,Withdrawal,-2699
T056554,2022-10-07,A003,Withdrawal,4585
T056555,2022-04-28,A004,Withdrawal,-2052
T056556,2022-05-26,A002,Deposit,-4325
T056557,2022-12-23,A001,Withdrawal,-3666
T056558,2022-08-24,A003,Withdrawal,5537
T056559,2023-03-09,A003,Deposit,8397
T056560,2022-06-10,A001,Deposit,3621
T056561,2023-07-28,A004,Deposit,3291
T056562,2024-02-04,A004,Deposit,-502
T056563,2023-10-11,A001,Deposit,3938
T056564,2022-07-25,A004,Deposit,825
T056565,2022-06-20,A002,Withdrawal,-4331
T056566,2022-02-11,A001,Withdrawal,-1537
T056567,2021-04-12,A002,Withdrawal,1640
T056568,2023-04-13,A001,Withdrawal,6660
T056569,2023-04-17,A002,Deposit,-3091
T056570,2023-02-18,A004,Withdrawal,4390
T056571,2021-12-17,A004,Deposit,1187
T056572,2021-05-24,A001,Withdrawal,5751
T056573,2022-10-30,A002,Deposit,-3999
T056574,2021-09-06,A003,Deposit,1091
T056575,2022-08-24,A003,Withdrawal,8250
T056576,2022-11-09,A001,Withdrawal,-4877
T056577,2022-02-23,A001,Deposit,-2298
T056578,2022-01-01,A004,Withdrawal,-3209
T056579,2021-03-07,A004,Withdrawal,-4403
T056580,2022-12-23,A001,Withdrawal,5418
T056581,2021-02-26,A004,Withdrawal,-3574
T056582,2022-10-26,A003,Withdrawal,3993
T056583,2023-11-20,A001,Deposit,9752
T056584,2021-06-05,A001,Withdrawal,-4010
T056585,2023-09-22,A003,Deposit,887
T056586,2023-06-13,A004,Withdrawal,1412
T056587,2023-01-17,A002,Withdrawal,1124
T056588,2023-10-07,A004,Deposit,6212
T056589,2021-01-20,A002,Deposit,2259
T056590,2021-05-04,A001,Withdrawal,-2866
T056591,2023-03-03,A003,Deposit,9766
T056592,2022-01-02,A002,Deposit,232
T056593,2024-02-23,A001,Withdrawal,-3509
T056594,2022-10-07,A004,Withdrawal,859
T056595,2021-08-08,A004,Deposit,-3188
T056596,2022-05-09,A001,Withdrawal,5485
T056597,2021-12-03,A002,Deposit,1705
T056598,2023-07-31,A003,Withdrawal,-30
T056599,2021-01-27,A003,Deposit,-510
T056600,2021-01-06,A001,Withdrawal,-434
T056601,2023-04-04,A004,Withdrawal,1872
T056602,2024-02-01,A002,Withdrawal,5078
T056603,2023-04-23,A002,Withdrawal,-1427
T056604,2022-08-30,A002,Withdrawal,1387
T056605,2022-01-13,A004,Deposit,1273
T056606,2022-06-30,A001,Withdrawal,910
T056607,2023-08-04,A004,Withdrawal,1720
T056608,2022-05-12,A003,Deposit,9413
T056609,2022-08-24,A003,Deposit,412
T056610,2022-06-24,A001,Withdrawal,-2096
T056611,2024-02-16,A001,Deposit,5804
T056612,2023-09-14,A004,Withdrawal,8485
T056613,2023-08-23,A004,Deposit,-2928
T056614,2024-04-01,A002,Deposit,4732
T056615,2023-05-07,A004,Deposit,2660
T056616,2023-10-01,A004,Withdrawal,-2090
T056617,2024-03-23,A004,Withdrawal,-2881
T056618,2021-09-11,A001,Withdrawal,1348
T056619,2022-06-06,A003,Withdrawal,6137
T056620,2022-06-28,A001,Deposit,-2261
T056621,2021-01-18,A001,Withdrawal,9860
T056622,2022-09-20,A004,Deposit,929
T056623,2022-01-27,A001,Deposit,9470
T056624,2022-12-26,A002,Withdrawal,1033
T056625,2023-02-26,A001,Deposit,6496
T056626,2023-04-20,A003,Deposit,6450
T056627,2022-01-08,A002,Deposit,-835
T056628,2022-06-15,A002,Withdrawal,8629
T056629,2021-07-30,A004,Deposit,-3453
T056630,2022-03-13,A001,Withdrawal,9577
T056631,2024-03-05,A003,Deposit,5818
T056632,2023-06-20,A002,Withdrawal,1283
T056633,2023-06-18,A002,Deposit,2343
T056634,2023-12-25,A001,Deposit,-3613
T056635,2023-11-17,A002,Withdrawal,6098
T056636,2024-04-02,A001,Withdrawal,-1106
T056637,2021-11-20,A003,Deposit,-1794
T056638,2021-02-15,A002,Deposit,-4035
T056639,2022-12-19,A003,Withdrawal,3642
T056640,2023-09-26,A003,Deposit,1308
T056641,2021-06-07,A001,Withdrawal,3743
T056642,2021-08-08,A001,Withdrawal,-739
T056643,2024-01-21,A004,Deposit,3536
T056644,2024-02-03,A004,Withdrawal,8336
T056645,2021-01-18,A002,Deposit,398
T056646,2023-09-29,A001,Deposit,9718
T056647,2021-08-13,A004,Withdrawal,5670
T056648,2024-02-27,A002,Withdrawal,7389
T056649,2021-06-22,A003,Deposit,9372
T056650,2023-07-03,A003,Deposit,-1476
T056651,2023-10-06,A004,Withdrawal,6852
T056652,2023-10-14,A004,Deposit,-4063
T056653,2023-04-09,A002,Deposit,-727
T056654,2024-03-22,A004,Deposit,3228
T056655,2022-03-10,A002,Deposit,9956
T056656,2021-09-04,A004,Deposit,5220
T056657,2024-01-20,A003,Deposit,4648
T056658,2023-06-01,A001,Deposit,633
T056659,2023-05-24,A004,Withdrawal,5465
T056660,2021-04-22,A004,Withdrawal,-3531
T056661,2022-11-23,A001,Deposit,2984
T056662,2023-05-23,A004,Withdrawal,2303
T056663,2022-06-10,A002,Deposit,1538
T056664,2024-01-21,A004,Deposit,1440
T056665,2022-03-19,A004,Deposit,8661
T056666,2021-04-15,A003,Withdrawal,4409
T056667,2023-01-28,A003,Deposit,3410
T056668,2023-01-27,A003,Deposit,8607
T056669,2022-06-22,A001,Withdrawal,3889
T056670,2022-11-08,A002,Withdrawal,2854
T056671,2022-05-26,A003,Withdrawal,-479
T056672,2023-02-08,A004,Withdrawal,-2247
T056673,2022-07-15,A004,Withdrawal,-3251
T056674,2022-04-13,A002,Withdrawal,7202
T056675,2022-01-21,A002,Withdrawal,-1762
T056676,2022-09-05,A002,Deposit,476
T056677,2021-07-14,A004,Withdrawal,9850
T056678,2021-01-22,A002,Withdrawal,-4181
T056679,2023-09-11,A002,Deposit,6203
T056680,2021-11-26,A003,Deposit,-1593
T056681,2021-03-23,A001,Deposit,3954
T056682,2021-06-18,A004,Withdrawal,-4264
T056683,2021-01-06,A004,Withdrawal,5293
T056684,2023-06-08,A002,Withdrawal,-2067
T056685,2024-03-02,A001,Deposit,9357
T056686,2023-12-18,A003,Withdrawal,-840
T056687,2022-01-10,A004,Withdrawal,7334
T056688,2021-04-17,A002,Withdrawal,3960
T056689,2021-02-14,A003,Deposit,5551
T056690,2022-10-14,A004,Withdrawal,9564
T056691,2022-09-11,A004,Deposit,5708
T056692,2022-04-20,A004,Deposit,6467
T056693,2023-01-23,A004,Withdrawal,-681
T056694,2022-03-13,A002,Deposit,324
T056695,2021-12-08,A003,Deposit,2644
T056696,2022-07-27,A001,Deposit,7929
T056697,2023-07-19,A003,Deposit,-344
T056698,2021-03-11,A004,Deposit,3886
T056699,2023-09-05,A002,Deposit,6393
T056700,2024-01-05,A001,Deposit,1118
T056701,2021-11-25,A001,Deposit,-690
T056702,2022-02-28,A004,Withdrawal,-1804
T056703,2021-02-24,A004,Deposit,8315
T056704,2022-09-07,A004,Deposit,4961
T056705,2021-11-28,A004,Deposit,5064
T056706,2022-05-20,A004,Withdrawal,-4632
T056707,2023-09-25,A002,Withdrawal,4993
T056708,2023-10-03,A003,Deposit,-1387
T056709,2022-02-19,A002,Deposit,-752
T056710,2023-12-03,A003,Deposit,4943
T056711,2022-06-10,A004,Withdrawal,-1287
T056712,2022-12-21,A003,Deposit,-3936
T056713,2023-08-15,A002,Deposit,-1925
T056714,2022-04-03,A001,Deposit,2754
T056715,2023-10-20,A003,Deposit,3289
T056716,2023-09-12,A002,Deposit,-1536
T056717,2023-06-06,A001,Withdrawal,4729
T056718,2023-02-16,A004,Withdrawal,5673
T056719,2023-08-17,A003,Withdrawal,3757
T056720,2021-09-08,A003,Withdrawal,3898
T056721,2023-11-21,A004,Withdrawal,8913
T056722,2023-10-31,A004,Withdrawal,7390
T056723,2022-06-04,A003,Deposit,-4164
T056724,2022-05-14,A003,Deposit,-3576
T056725,2023-07-02,A003,Deposit,9111
T056726,2023-02-26,A004,Deposit,8675
T056727,2022-02-08,A001,Withdrawal,6112
T056728,2023-01-22,A003,Deposit,-457
T056729,2021-04-29,A002,Deposit,-1322
T056730,2021-05-27,A002,Deposit,3033
T056731,2023-03-17,A004,Withdrawal,-424
T056732,2022-11-25,A002,Deposit,6461
T056733,2022-02-14,A003,Deposit,9161
T056734,2021-10-30,A001,Deposit,841
T056735,2024-03-24,A001,Withdrawal,8688
T056736,2021-09-09,A002,Withdrawal,8012
T056737,2022-01-01,A001,Withdrawal,-1229
T056738,2022-09-11,A003,Withdrawal,-590
T056739,2021-07-16,A001,Withdrawal,-1342
T056740,2021-09-12,A001,Deposit,2624
T056741,2022-03-17,A002,Deposit,508
T056742,2021-03-10,A002,Withdrawal,9694
T056743,2022-10-23,A001,Deposit,8992
T056744,2021-09-27,A002,Deposit,-3720
T056745,2023-01-25,A002,Withdrawal,3491
T056746,2022-01-23,A002,Withdrawal,9568
T056747,2021-12-11,A001,Withdrawal,7941
T056748,2022-05-21,A002,Withdrawal,6636
T056749,2023-05-25,A003,Deposit,-3568
T056750,2023-07-11,A001,Deposit,-2239
T056751,2021-10-04,A004,Withdrawal,6458
T056752,2023-12-15,A003,Withdrawal,6014
T056753,2023-12-31,A002,Withdrawal,3290
T056754,2021-11-23,A003,Withdrawal,423
T056755,2021-06-11,A003,Deposit,-587
T056756,2021-04-07,A002,Withdrawal,1290
T056757,2021-04-15,A002,Withdrawal,-1841
T056758,2021-12-11,A002,Withdrawal,7671
T056759,2022-07-19,A003,Deposit,-4851
T056760,2022-12-12,A003,Deposit,-266
T056761,2022-05-04,A001,Withdrawal,1524
T056762,2022-02-11,A003,Withdrawal,3173
T056763,2021-05-11,A001,Deposit,-4645
T056764,2023-10-18,A003,Deposit,6013
T056765,2022-12-24,A001,Deposit,3559
T056766,2023-11-02,A003,Deposit,8338
T056767,2021-12-04,A001,Withdrawal,-3979
T056768,2021-09-02,A003,Withdrawal,-122
T056769,2022-09-01,A002,Deposit,-1655
T056770,2022-06-29,A004,Deposit,6822
T056771,2021-10-06,A003,Withdrawal,-1219
T056772,2024-01-13,A004,Deposit,9826
T056773,2021-05-14,A003,Deposit,-1766
T056774,2021-06-15,A002,Withdrawal,5415
T056775,2024-01-01,A001,Deposit,1914
T056776,2021-11-26,A002,Withdrawal,-586
T056777,2022-03-04,A003,Withdrawal,-3870
T056778,2022-05-02,A003,Withdrawal,581
T056779,2024-02-19,A002,Withdrawal,284
T056780,2024-02-13,A004,Deposit,542
T056781,2021-01-24,A003,Withdrawal,6313
T056782,2023-11-23,A004,Withdrawal,8366
T056783,2023-02-01,A004,Deposit,6835
T056784,2022-04-02,A001,Deposit,7441
T056785,2021-01-29,A003,Deposit,8981
T056786,2022-12-07,A002,Deposit,7891
T056787,2021-12-08,A004,Withdrawal,-1384
T056788,2023-01-20,A002,Withdrawal,8335
T056789,2022-05-22,A004,Withdrawal,4657
T056790,2023-05-28,A001,Withdrawal,-200
T056791,2021-09-26,A004,Deposit,4744
T056792,2022-07-23,A002,Withdrawal,3969
T056793,2023-04-30,A004,Withdrawal,-936
T056794,2023-04-28,A003,Withdrawal,5597
T056795,2021-02-13,A003,Withdrawal,1996
T056796,2024-01-02,A003,Withdrawal,152
T056797,2023-03-14,A002,Withdrawal,4299
T056798,2021-07-11,A001,Deposit,7344
T056799,2022-12-12,A002,Withdrawal,3709
T056800,2021-02-23,A001,Deposit,6832
T056801,2024-03-23,A003,Deposit,2189
T056802,2022-05-13,A004,Deposit,4703
T056803,2022-05-15,A003,Withdrawal,-2824
T056804,2022-04-27,A002,Withdrawal,1617
T056805,2022-01-29,A001,Deposit,7090
T056806,2023-05-27,A001,Withdrawal,1817
T056807,2023-09-15,A001,Deposit,-3185
T056808,2021-05-08,A002,Deposit,-1709
T056809,2022-10-24,A003,Deposit,-83
T056810,2023-02-09,A002,Withdrawal,3562
T056811,2022-04-15,A003,Withdrawal,-3799
T056812,2022-08-18,A004,Withdrawal,1053
T056813,2021-02-27,A002,Deposit,9420
T056814,2022-08-10,A003,Deposit,-1305
T056815,2021-12-12,A004,Deposit,1454
T056816,2022-05-01,A002,Deposit,34
T056817,2024-03-04,A004,Deposit,-3043
T056818,2021-02-01,A001,Withdrawal,4638
T056819,2023-02-23,A003,Withdrawal,9547
T056820,2023-11-16,A001,Deposit,-1889
T056821,2022-12-01,A002,Deposit,8938
T056822,2024-01-08,A003,Deposit,4277
T056823,2023-01-06,A004,Deposit,3909
T056824,2022-10-31,A001,Deposit,2916
T056825,2023-03-06,A004,Deposit,2677
T056826,2023-03-19,A002,Deposit,1708
T056827,2021-08-04,A003,Deposit,-4053
T056828,2021-11-07,A003,Withdrawal,5491
T056829,2021-08-18,A003,Withdrawal,-1039
T056830,2023-02-19,A001,Withdrawal,-3436
